Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
GLOD5	HG1436_HG1432_PATCH	48621149	48633047	ENSG00000268712
GATA1	HG1436_HG1432_PATCH	48645953	48653708	ENSG00000267841
HDAC6	HG1436_HG1432_PATCH	48660776	48684381	ENSG00000269101
ERAS	HG1436_HG1432_PATCH	48688272	48689537	ENSG00000268426
TIMM17B	HG1436_HG1432_PATCH	48752846	48757542	ENSG00000267823
PQBP1	HG1436_HG1432_PATCH	48757311	48762542	ENSG00000268142
SLC35A2	HG1436_HG1432_PATCH	48762581	48771357	ENSG00000267929
PIM2	HG1436_HG1432_PATCH	48772581	48778423	ENSG00000267878
OTUD5	HG1436_HG1432_PATCH	48781427	48817785	ENSG00000267983
KCND1	HG1436_HG1432_PATCH	48820777	48830968	ENSG00000267829
TFE3	HG1436_HG1432_PATCH	48888130	48902885	ENSG00000269748
WDR45	HG1436_HG1432_PATCH	48931125	48960569	ENSG00000269698
AF196779.12	HG1436_HG1432_PATCH	48931125	48939286	ENSG00000269389
GPKOW	HG1436_HG1432_PATCH	48972795	48983200	ENSG00000268675
PLP2	HG1436_HG1432_PATCH	49031325	49034638	ENSG00000269034
SYP	HG1436_HG1432_PATCH	49047215	49059658	ENSG00000268353
CACNA1F	HG1436_HG1432_PATCH	49064462	49092770	ENSG00000269057
CCDC22	HG1436_HG1432_PATCH	49094866	49109925	ENSG00000268501
FOXP3	HG1436_HG1432_PATCH	49109835	49124225	ENSG00000269002
PPP1R3F	HG1436_HG1432_PATCH	49129242	49160849	ENSG00000269870
GAGE10	HG1436_HG1432_PATCH	49163068	49179243	ENSG00000269030
GAGE12J	HG1436_HG1432_PATCH	49181456	49188783	ENSG00000269149
GAGE12B	HG1436_HG1432_PATCH	49339268	49339384	ENSG00000268524
GAGE12C	HG1436_HG1432_PATCH	49341610	49348937	ENSG00000270290
GAGE12D	HG1436_HG1432_PATCH	49351166	49358493	ENSG00000271641
GAGE12E	HG1436_HG1432_PATCH	49360732	49368048	ENSG00000268016
GAGE12F	HG1436_HG1432_PATCH	49370275	49377604	ENSG00000270928
GAGE12G	HG1436_HG1432_PATCH	49379833	49387153	ENSG00000271467
GAGE12H	HG1436_HG1432_PATCH	49389382	49396700	ENSG00000271354
GAGE2A	HG1436_HG1432_PATCH	49398928	49406226	ENSG00000269016
GAGE1	HG1436_HG1432_PATCH	49408424	49417935	ENSG00000269663
SSX4	HG1436_HG1432_PATCH	48242915	48252742	ENSG00000268009
SSX4	HG1436_HG1432_PATCH	48261481	48271309	ENSG00000269791
SLC38A5	HG1436_HG1432_PATCH	48317944	48329576	ENSG00000269587
PCSK1N	HG1436_HG1432_PATCH	48690493	48695033	ENSG00000268646
AC233294.1	HG1436_HG1432_PATCH	48836322	48861663	ENSG00000268679
CCDC120	HG1436_HG1432_PATCH	48912971	48927863	ENSG00000272067
AC231657.1	HG1436_HG1432_PATCH	49022242	49026896	ENSG00000269313
PRICKLE3	HG1436_HG1432_PATCH	49034953	49045768	ENSG00000268139
FGF16	HG1426_PATCH	76715111	76718232	ENSG00000268853
C6orf203	HG357_PATCH	107476078	107499217	ENSG00000271867
FCGR1B	HG1292_PATCH	121629975	121638933	ENSG00000263850
BEND3	HG357_PATCH	107513057	107563144	ENSG00000271753
ATRX	HG1426_PATCH	76765832	77047170	ENSG00000268946
PDSS2	HG357_PATCH	107600432	107907439	ENSG00000272309
FO393434.1	HG357_PATCH	107379652	107379921	ENSG00000272101
CD24	HG357_PATCH	107417708	107422630	ENSG00000272398
MAGT1	HG1426_PATCH	77087318	77156547	ENSG00000269639
COX7B	HG1426_PATCH	77160392	77168327	ENSG00000269083
AL512503.1	HG1292_PATCH	120477737	120612326	ENSG00000266766
ATP7A	HG1426_PATCH	77171651	77311349	ENSG00000269395
SEC22B	HG1292_PATCH	120698575	120719144	ENSG00000265808
AC244669.1	HG1292_PATCH	120823868	120825921	ENSG00000272089
AC241952.1	HG1292_PATCH	120975013	120976326	ENSG00000270392
PGAM4	HG1426_PATCH	77228915	77230592	ENSG00000269135
NBPF10	HG1292_PATCH	120978974	121010467	ENSG00000270231
AC247039.1	HG1292_PATCH	121157717	121159770	ENSG00000272497
AC253572.2	HG1292_PATCH	121266731	121346462	ENSG00000273429
AC253572.1	HG1292_PATCH	121356529	121384104	ENSG00000273136
PGK1	HG1426_PATCH	77326142	77390250	ENSG00000269666
PPIAL4A	HG1292_PATCH	121432369	121433153	ENSG00000263353
AC241377.1	HG1292_PATCH	121455774	121456861	ENSG00000263560
TAF9B	HG1426_PATCH	77390702	77400660	ENSG00000269257
PARG	HG1074_PATCH	51026325	51130715	ENSG00000271910
AGAP6	HG1074_PATCH	51196364	51218545	ENSG00000271962
TGFA	HG953_PATCH	70674412	70781325	ENSG00000272517
FAM21A	HG1074_PATCH	51275934	51341555	ENSG00000272064
PAGE1	HG1436_HG1432_PATCH	49496849	49505392	ENSG00000269840
PAGE4	HG1436_HG1432_PATCH	49638659	49643372	ENSG00000268090
CLCN5	HG1436_HG1432_PATCH	49732014	49908634	ENSG00000269240
AKAP4	HG1436_HG1432_PATCH	50000162	50010412	ENSG00000269285
CCNB3	HG1436_HG1432_PATCH	50012112	50159099	ENSG00000268264
ADD2	HG953_PATCH	70834750	70995357	ENSG00000271760
FIGLA	HG953_PATCH	71004442	71017775	ENSG00000272503
CLEC4F	HG953_PATCH	71035775	71047732	ENSG00000272352
CD207	HG953_PATCH	71057347	71062953	ENSG00000272210
VAX2	HG953_PATCH	71127721	71160577	ENSG00000271772
ATP6V1B1	HG953_PATCH	71163013	71192537	ENSG00000271809
AC007040.11	HG953_PATCH	71166449	71222467	ENSG00000271961
ANKRD53	HG953_PATCH	71205511	71212627	ENSG00000271799
TEX261	HG953_PATCH	71213069	71222076	ENSG00000272125
ZNF732	HG174_HG254_PATCH	270675	305321	ENSG00000272889
ZNF141	HG174_HG254_PATCH	337814	384864	ENSG00000272957
ZNF721	HG174_HG254_PATCH	425815	499156	ENSG00000272580
PCDHA1	HG1082_HG167_PATCH	140165876	140391929	ENSG00000273078
FAM72B	HG1292_PATCH	121710269	121728190	ENSG00000264820
PCDHA2	HG1082_HG167_PATCH	140174444	140391929	ENSG00000273201
PCDHA3	HG1082_HG167_PATCH	140180783	140391929	ENSG00000272818
PCDHA4	HG1082_HG167_PATCH	140186659	140391929	ENSG00000272756
PCDHA5	HG1082_HG167_PATCH	140201222	140391929	ENSG00000273146
PCDHA6	HG1082_HG167_PATCH	140207563	140391929	ENSG00000273256
PRKCD	HG957_PATCH	53190025	53226733	ENSG00000273482
PCDHA7	HG1082_HG167_PATCH	140213969	140391929	ENSG00000272615
PCDHA8	HG1082_HG167_PATCH	140220907	140391929	ENSG00000273263
PCDHA9	HG1082_HG167_PATCH	140227048	140391929	ENSG00000272794
PCDHA10	HG1082_HG167_PATCH	140235595	140391929	ENSG00000272935
PIGG	HG174_HG254_PATCH	499200	540196	ENSG00000272607
AC005609.3	HG1082_HG167_PATCH	140240341	140243224	ENSG00000273029
PCDHA11	HG1082_HG167_PATCH	140248689	140391929	ENSG00000273220
TMEM242	HG193_PATCH	157610520	157644735	ENSG00000272547
PCDHA12	HG1082_HG167_PATCH	140255058	140391929	ENSG00000273317
PCDHA13	HG1082_HG167_PATCH	140261793	140391929	ENSG00000272974
PCDHAC1	HG1082_HG167_PATCH	140306302	140391929	ENSG00000272550
ZNF595	HG174_HG254_PATCH	53333	162774	ENSG00000272602
PCDHAC2	HG1082_HG167_PATCH	140345820	140391936	ENSG00000272548
AC253576.3	HG174_HG254_PATCH	124084	125541	ENSG00000273324
PCDHB1	HG1082_HG167_PATCH	140430979	140433512	ENSG00000272731
PCDHB2	HG1082_HG167_PATCH	140474228	140476963	ENSG00000260225
PCDHB3	HG1082_HG167_PATCH	140480235	140483407	ENSG00000272585
TKT	HG957_PATCH	53258723	53290068	ENSG00000272687
PCDHB4	HG1082_HG167_PATCH	140501584	140505204	ENSG00000272633
PCDHB5	HG1082_HG167_PATCH	140514803	140517706	ENSG00000273383
PCDHB6	HG1082_HG167_PATCH	140529687	140532872	ENSG00000273392
PCDHB17	HG1082_HG167_PATCH	140535581	140538643	ENSG00000273039
PCDHB7	HG1082_HG167_PATCH	140552247	140555961	ENSG00000272845
PCDHB8	HG1082_HG167_PATCH	140557375	140560085	ENSG00000273227
PCDHB10	HG1082_HG167_PATCH	140571954	140575227	ENSG00000268060
PCDHB11	HG1082_HG167_PATCH	140579195	140582630	ENSG00000262565
PCDHB12	HG1082_HG167_PATCH	140588282	140591709	ENSG00000272903
PCDHB13	HG1082_HG167_PATCH	140593522	140597006	ENSG00000273357
PCDHB14	HG1082_HG167_PATCH	140602944	140605871	ENSG00000273310
AC112218.1	HG957_PATCH	53317443	53381643	ENSG00000272886
PCDHB15	HG1082_HG167_PATCH	140625164	140627816	ENSG00000272641
SLC25A2	HG1082_HG167_PATCH	140682214	140683630	ENSG00000272653
AC244517.1	HG1082_HG167_PATCH	140560984	140565803	ENSG00000272674
AC104057.2	HG444_PATCH	65018675	65020372	ENSG00000272693
SPIDR	HG1699_PATCH	48173167	48648898	ENSG00000272972
AC073107.1	HG444_PATCH	65112080	65235723	ENSG00000273425
INTS4L2	HG444_PATCH	65112777	65183566	ENSG00000273024
UBE4A	HG122_PATCH	118230300	118269926	ENSG00000268110
RP11-770J1.5	HG122_PATCH	118267810	118272610	ENSG00000269381
ATP5L	HG122_PATCH	118271869	118302211	ENSG00000268551
RP11-770J1.4	HG122_PATCH	118303836	118305921	ENSG00000267955
DOC2B	HG417_PATCH	96017	121634	ENSG00000268429
PSCA	HG418_PATCH	143751669	143764085	ENSG00000262150
KMT2A	HG122_PATCH	118307205	118397539	ENSG00000267910
LY6K	HG418_PATCH	143781472	143786488	ENSG00000262378
THEM6	HG418_PATCH	143808564	143818288	ENSG00000263194
JH8	HG418_PATCH	143738821	143751344	ENSG00000262023
RPH3AL	HG417_PATCH	152500	326252	ENSG00000268693
TTC36	HG122_PATCH	118398187	118401912	ENSG00000269115
AC240565.2	HG417_PATCH	868	3903	ENSG00000273089
AC240565.1	HG417_PATCH	77571	79067	ENSG00000268320
CD4	HG344_PATCH	6896024	6929974	ENSG00000268779
ATRNL1	HG979_PATCH	116853124	117708745	ENSG00000272811
TMEM25	HG122_PATCH	118401756	118417995	ENSG00000269319
GPR162	HG344_PATCH	6930711	6939136	ENSG00000269830
LEPREL2	HG344_PATCH	6937572	6949018	ENSG00000268828
IFT46	HG122_PATCH	118415243	118443685	ENSG00000269278
GNB3	HG344_PATCH	6949118	6956557	ENSG00000268195
ARCN1	HG122_PATCH	118443105	118473748	ENSG00000269382
DDX6	HG122_PATCH	118620040	118661864	ENSG00000269612
CDCA3	HG344_PATCH	6953957	6961230	ENSG00000268136
PHLDB1	HG122_PATCH	118477213	118528753	ENSG00000267867
KCNJ12	HG987_PATCH	21279509	21323179	ENSG00000261309
USP5	HG344_PATCH	6961292	6975796	ENSG00000268462
AP2B1	HG385_PATCH	33905065	34053436	ENSG00000270478
C17orf51	HG987_PATCH	21428102	21477770	ENSG00000259857
TREH	HG122_PATCH	118528947	118550387	ENSG00000268021
KCNJ12	HG987_PATCH	21606053	21607836	ENSG00000260458
TPI1	HG344_PATCH	6976283	6980112	ENSG00000268548
SPSB2	HG344_PATCH	6980099	6998522	ENSG00000268190
LRRC23	HG344_PATCH	6982733	7023407	ENSG00000268135
ENO2	HG344_PATCH	7022909	7032861	ENSG00000269528
ATN1	HG344_PATCH	7033626	7051484	ENSG00000268872
C12orf57	HG344_PATCH	7052141	7055166	ENSG00000268123
PTPN6	HG344_PATCH	7055631	7070479	ENSG00000268954
PHB2	HG344_PATCH	7074490	7079988	ENSG00000269079
ANAPC5	HG1595_PATCH	121746048	121837699	ENSG00000272204
C1S	HG344_PATCH	7097422	7180195	ENSG00000269882
EMG1	HG344_PATCH	7079944	7085166	ENSG00000268439
LPCAT3	HG344_PATCH	7085348	7127701	ENSG00000268829
RNF34	HG1595_PATCH	121837844	121868389	ENSG00000271829
KDM2B	HG1595_PATCH	121866900	122018818	ENSG00000272358
ORAI1	HG1595_PATCH	122064353	122080481	ENSG00000272171
MORN3	HG1595_PATCH	122088922	122110435	ENSG00000271801
ZNF90	HG730_PATCH	20188803	20237885	ENSG00000261352
ATP5SL	HG1350_HG959_PATCH	41937223	41946622	ENSG00000272997
ZNF486	HG730_PATCH	20278037	20311299	ENSG00000263255
C19orf69	HG1350_HG959_PATCH	41949063	41950670	ENSG00000273205
RASL10B	HG385_PATCH	34058668	34070540	ENSG00000270885
ZNF737	HG730_PATCH	20646634	20676618	ENSG00000262578
GAS2L2	HG385_PATCH	34071530	34079897	ENSG00000270765
ZNF626	HG730_PATCH	20730870	20772405	ENSG00000262249
C17orf50	HG385_PATCH	34087916	34092098	ENSG00000270806
CEACAM4	HG1350_HG959_PATCH	42124876	42132979	ENSG00000272708
CEACAM7	HG1350_HG959_PATCH	42179212	42212881	ENSG00000272684
CEACAM5	HG1350_HG959_PATCH	42214490	42235703	ENSG00000272743
TAF15	HG385_PATCH	34136474	34191634	ENSG00000270647
CEA	HG1350_HG959_PATCH	42214517	42267187	ENSG00000273020
CEACAM6	HG1350_HG959_PATCH	42256882	42278113	ENSG00000272939
CEACAM3	HG1350_HG959_PATCH	42302342	42317458	ENSG00000272611
TSPEAR	HG237_PATCH	45917775	46131461	ENSG00000272728
C21orf90	HG237_PATCH	45937099	45945835	ENSG00000272929
DMRTC2	HG1350_HG959_PATCH	42350648	42358238	ENSG00000273436
KRTAP10-1	HG237_PATCH	45958864	45960078	ENSG00000273229
KRTAP10-2	HG237_PATCH	45970240	45971388	ENSG00000273157
C17orf66	HG385_PATCH	34181970	34195910	ENSG00000270379
KRTAP10-3	HG237_PATCH	45977673	45978643	ENSG00000273054
KRTAP10-4	HG237_PATCH	45993612	45994993	ENSG00000273351
KRTAP10-5	HG237_PATCH	45999338	46000487	ENSG00000273322
KRTAP10-6	HG237_PATCH	46011151	46012388	ENSG00000272961
KRTAP10-8	HG237_PATCH	46031962	46032837	ENSG00000272651
KRTAP10-9	HG237_PATCH	46047006	46048260	ENSG00000272586
RPS19	HG1350_HG959_PATCH	42365823	42378831	ENSG00000272852
KRTAP10-10	HG237_PATCH	46057239	46058336	ENSG00000272704
KRTAP10-11	HG237_PATCH	46066297	46067530	ENSG00000273412
KRTAP12-4	HG237_PATCH	46074096	46074542	ENSG00000272951
KRTAP12-3	HG237_PATCH	46077815	46078224	ENSG00000273114
KRTAP12-2	HG237_PATCH	46086072	46086810	ENSG00000272766
CD79A	HG1350_HG959_PATCH	42383025	42387277	ENSG00000272985
CCL5	HG385_PATCH	34198510	34207812	ENSG00000271503
AP001067.1	HG237_PATCH	46020480	46022049	ENSG00000272804
RABAC1	HG1350_HG959_PATCH	42462586	42465295	ENSG00000272881
RDM1	HG385_PATCH	34245085	34257792	ENSG00000270517
RP11-1407O15.2	HG745_PATCH	36337717	36421858	ENSG00000261674
ATP1A3	HG1350_HG959_PATCH	42472487	42503402	ENSG00000272584
MRPL45	HG745_PATCH	36452989	36479101	ENSG00000259980
MMP28	HG385_PATCH	34092876	34122655	ENSG00000271447
GPR179	HG745_PATCH	36481413	36499730	ENSG00000260825
SOCS7	HG745_PATCH	36508111	36556020	ENSG00000261413
GRIK5	HG1350_HG959_PATCH	42504226	42575403	ENSG00000272706
AC243960.1	HG1350_HG959_PATCH	42082084	42092748	ENSG00000272876
ARHGAP23	HG745_PATCH	36584663	36668629	ENSG00000260374
LYPD4	HG1350_HG959_PATCH	42342979	42350578	ENSG00000273111
ARHGEF1	HG1350_HG959_PATCH	42389105	42413350	ENSG00000272879
SRCIN1	HG745_PATCH	36686252	36762184	ENSG00000262199
SPANXN1	HG1459_PATCH	144328545	144337829	ENSG00000269436
SLITRK2	HG1459_PATCH	144899547	144907557	ENSG00000268737
TMEM257	HG1459_PATCH	144909125	144911565	ENSG00000268210
FMR1	HG1459_PATCH	146993666	147032842	ENSG00000268103
FMR1NB	HG1459_PATCH	147063046	147108384	ENSG00000268827
AFF2	HG1459_PATCH	147582336	148082384	ENSG00000269754
IDS	HG1459_PATCH	148558712	148615657	ENSG00000267816
IDS	HG1459_PATCH	148564265	148615657	ENSG00000269041
CXorf40A	HG1459_PATCH	148622077	148632232	ENSG00000268314
MAGEA9	HG1459_PATCH	148663377	148669190	ENSG00000267978
MAGEA11	HG1459_PATCH	148769950	148798988	ENSG00000268709
HSFX1	HG1459_PATCH	148855790	148858589	ENSG00000268122
MAGEA9B	HG1459_PATCH	148863652	148869459	ENSG00000268337
MAGEA8	HG1459_PATCH	148962863	148967557	ENSG00000268422
CXorf40B	HG1459_PATCH	149011249	149020533	ENSG00000268871
MAMLD1	HG1459_PATCH	149443144	149595900	ENSG00000269849
KRTAP12-1	HG237_PATCH	46101457	46102044	ENSG00000272863
MTM1	HG1459_PATCH	149650341	149755044	ENSG00000269031
KRTAP10-12	HG237_PATCH	46117053	46117925	ENSG00000272594
UBE2G2	HG237_PATCH	46188921	46221900	ENSG00000272773
MTMR1	HG1459_PATCH	149774684	149846825	ENSG00000269759
CD99L2	HG1459_PATCH	149848059	149980538	ENSG00000269478
HSFX1	HG1459_PATCH	148674245	148677036	ENSG00000268738
FAM11A	HG1459_PATCH	148678279	148713446	ENSG00000269556
CSAG1	HG1497_PATCH	151895956	151902207	ENSG00000268920
MAGEA12	HG1497_PATCH	151902251	151906141	ENSG00000269452
HMGB3	HG1459_PATCH	150062231	150072497	ENSG00000269411
MAGEA6	HG1497_PATCH	151934608	151938219	ENSG00000269114
CETN2	HG1497_PATCH	151995445	151999249	ENSG00000268512
NSDHL	HG1497_PATCH	151999439	152038201	ENSG00000269336
ZNF185	HG1497_PATCH	152082914	152141952	ENSG00000267825
PNMA5	HG1497_PATCH	152157296	152162599	ENSG00000268644
PNMA6C	HG1497_PATCH	152240908	152243488	ENSG00000269109
PNMA6B	HG1497_PATCH	152244085	152246021	ENSG00000268883
ZNF275	HG1497_PATCH	152502627	152528582	ENSG00000272120
ZFP92	HG1497_PATCH	152586794	152590101	ENSG00000269523
TREX2	HG1497_PATCH	152613192	152639059	ENSG00000269342
HAUS7	HG1497_PATCH	152616138	152663992	ENSG00000268671
U82695.9	HG1497_PATCH	152654328	152655560	ENSG00000268274
BGN	HG1497_PATCH	152663411	152678026	ENSG00000269168
ATP2B3	HG1497_PATCH	152686148	152751411	ENSG00000263148
DUSP9	HG1497_PATCH	152810963	152819798	ENSG00000269798
PNCK	HG1497_PATCH	152838202	152857482	ENSG00000269773
SLC6A8	HG1497_PATCH	152856571	152865065	ENSG00000268982
BCAP31	HG1497_PATCH	152868964	152893169	ENSG00000267977
ABCD1	HG1497_PATCH	152893340	152913233	ENSG00000268757
PLXNB3	HG1497_PATCH	152932668	152947818	ENSG00000268591
SRPK3	HG1497_PATCH	152944884	152954204	ENSG00000268444
IDH3G	HG1497_PATCH	152954238	152962995	ENSG00000267989
SSR4	HG1497_PATCH	152961988	152966977	ENSG00000269520
PDZD4	HG1497_PATCH	152970638	152999037	ENSG00000267915
L1CAM	HG1497_PATCH	153029986	153077694	ENSG00000267951
LCA10	HG1497_PATCH	153049144	153057461	ENSG00000269655
AVPR2	HG1497_PATCH	153071002	153075637	ENSG00000269623
ARHGAP4	HG1497_PATCH	153075838	153103469	ENSG00000268876
NAA10	HG1497_PATCH	153097712	153103693	ENSG00000268281
RENBP	HG1497_PATCH	153103733	153113249	ENSG00000269198
HCFC1	HG1497_PATCH	153116021	153140275	ENSG00000268768
TMEM187	HG1497_PATCH	153140795	153151663	ENSG00000268384
IRAK1	HG1497_PATCH	153178968	153188448	ENSG00000268944
MECP2	HG1497_PATCH	153190041	153266223	ENSG00000268563
OPN1LW	HG1497_PATCH	153312692	153327500	ENSG00000268832
OPN1MW	HG1497_PATCH	153351086	153364610	ENSG00000268221
OPN1MW2	HG1497_PATCH	153388224	153401754	ENSG00000269133
TKTL1	HG1497_PATCH	153464139	153498818	ENSG00000268013
FLNA	HG1497_PATCH	153516992	153543106	ENSG00000269329
EMD	HG1497_PATCH	153547665	153549991	ENSG00000268557
RPL10	HG1497_PATCH	153558423	153577636	ENSG00000268963
DNASE1L1	HG1497_PATCH	153569706	153580580	ENSG00000267993
ATP6AP1	HG1497_PATCH	153597100	153604984	ENSG00000269668
GDI1	HG1497_PATCH	153605388	153611935	ENSG00000268690
FAM50A	HG1497_PATCH	153612594	153619122	ENSG00000269645
PLXNA3	HG1497_PATCH	153626749	153642114	ENSG00000268862
UBL4A	HG1497_PATCH	153652185	153655138	ENSG00000269715
SLC10A3	HG1497_PATCH	153655774	153659145	ENSG00000268604
G6PD	HG1497_PATCH	153699859	153716040	ENSG00000269087
AC244102.1	HG1497_PATCH	151806655	151821834	ENSG00000268089
MAGEA3	HG1497_PATCH	151867224	151870818	ENSG00000268196
MAGEA2	HG1497_PATCH	151883064	151887057	ENSG00000269081
MAGEA2	HG1497_PATCH	151918357	151922350	ENSG00000268606
CSAG2	HG1497_PATCH	151927690	151928694	ENSG00000268916
AC243428.1	HG1497_PATCH	152225502	152227744	ENSG00000268624
MAGEA1	HG1497_PATCH	152347756	152352350	ENSG00000269790
FAM58A	HG1497_PATCH	152756399	152767649	ENSG00000262919
OPN1MW	HG1497_PATCH	153426025	153439479	ENSG00000269433
TAZ	HG1497_PATCH	153580024	153590188	ENSG00000268904
LAGE3	HG1497_PATCH	153645369	153647725	ENSG00000269007
FAM3A	HG1497_PATCH	153673487	153684710	ENSG00000268160
PTCHD3	HSCHR10_1_CTG2	27734416	27750597	ENSG00000262672
KIAA0355	HSCHR19_1_CTG3_1	34752615	34853664	ENSG00000262924
AC010614.1	HSCHR19_1_CTG3_1	34774456	34776522	ENSG00000272165
ZNF729	HSCHR19_3_CTG3	22477417	22508185	ENSG00000262918
AC020766.1	HSCHR16_1_CTG3_1	55822855	55840290	ENSG00000262617
AL513523.1	HSCHR1_1_CTG31	153762078	153763786	ENSG00000269823
VSTM1	HSCHR19LRC_COX1_CTG1	54544079	54567207	ENSG00000272759
TARM1	HSCHR19LRC_COX1_CTG1	54573149	54584634	ENSG00000273215
AL512324.1	HSCHR10_1_CTG5	45682910	45693771	ENSG00000262093
OSCAR	HSCHR19LRC_COX1_CTG1	54597933	54606000	ENSG00000272919
MAPK4	HSCHR18_1_CTG1_1	48093680	48265426	ENSG00000262673
AC018630.2	HSCHR12_2_CTG2	11187087	11187275	ENSG00000268763
NDUFA3	HSCHR19LRC_COX1_CTG1	54606036	54612564	ENSG00000273453
TFPT	HSCHR19LRC_COX1_CTG1	54610320	54619055	ENSG00000272560
PRPF31	HSCHR19LRC_COX1_CTG1	54618837	54635140	ENSG00000273469
SEPT9	HSCHR17_3_CTG4	75288273	75508300	ENSG00000261843
CTAG1A	HG1497_PATCH	153753611	153755284	ENSG00000268651
CTAG2	HG1497_PATCH	153820440	153822047	ENSG00000269592
GAB3	HG1497_PATCH	153843720	153920051	ENSG00000268699
DKC1	HG1497_PATCH	153931224	153946157	ENSG00000268226
MPP1	HG1497_PATCH	153947152	153989475	ENSG00000269326
SMIM9	HG1497_PATCH	153991816	154003130	ENSG00000268084
F8	HG1497_PATCH	154004256	154195408	ENSG00000269261
H2AFB1	HG1497_PATCH	154053510	154054026	ENSG00000273208
F8A1	HG1497_PATCH	154054828	154056528	ENSG00000272623
FUNDC2	HG1497_PATCH	154194448	154228771	ENSG00000268109
MTCP1	HG1497_PATCH	154230090	154316405	ENSG00000268700
CMC4	HG1497_PATCH	154230090	154239830	ENSG00000269618
BRCC3	HG1497_PATCH	154239888	154291542	ENSG00000269884
VBP1	HG1497_PATCH	154365475	154408285	ENSG00000268440
RAB39B	HG1497_PATCH	154426709	154433057	ENSG00000268359
CLIC2	HG1497_PATCH	154444679	154503125	ENSG00000268943
H2AFB2	HG1497_PATCH	154549247	154549763	ENSG00000273440
F8A2	HG1497_PATCH	154550568	154552268	ENSG00000272591
F8A3	HG1497_PATCH	154625383	154627083	ENSG00000273207
H2AFB3	HG1497_PATCH	154627887	154628403	ENSG00000272571
TMLHE	HG1497_PATCH	154658583	154838412	ENSG00000267946
IKBKG	HG1497_PATCH	153715815	153733513	ENSG00000269335
FAM223B	HG1497_PATCH	153739716	153740423	ENSG00000272976
CTAG1A	HG1497_PATCH	153786077	153787739	ENSG00000269187
FAM223B	HG1497_PATCH	153800943	153801650	ENSG00000272681
VSTM1	HSCHR19LRC_COX2_CTG1	54544079	54567207	ENSG00000273242
TARM1	HSCHR19LRC_COX2_CTG1	54573149	54584634	ENSG00000273418
OSCAR	HSCHR19LRC_COX2_CTG1	54597933	54606000	ENSG00000272833
NDUFA3	HSCHR19LRC_COX2_CTG1	54606036	54612564	ENSG00000272553
TFPT	HSCHR19LRC_COX2_CTG1	54610320	54619055	ENSG00000273031
LENG1	HSCHR19LRC_COX1_CTG1	54658898	54663619	ENSG00000262174
MBOAT7	HSCHR19LRC_COX1_CTG1	54677072	54693566	ENSG00000261917
TSEN34	HSCHR19LRC_COX1_CTG1	54693622	54697413	ENSG00000262716
PRPF31	HSCHR19LRC_COX2_CTG1	54618837	54635140	ENSG00000273462
RPS9	HSCHR19LRC_COX1_CTG1	54704428	54752625	ENSG00000263076
CNOT3	HSCHR19LRC_COX2_CTG1	54641444	54659419	ENSG00000272883
LENG1	HSCHR19LRC_COX2_CTG1	54658899	54663620	ENSG00000273182
LILRB3	HSCHR19LRC_COX1_CTG1	54719965	54746384	ENSG00000262044
TMC4	HSCHR19LRC_COX2_CTG1	54663846	54676944	ENSG00000272757
LILRA6	HSCHR19LRC_COX1_CTG1	54720555	54746431	ENSG00000262642
MBOAT7	HSCHR19LRC_COX2_CTG1	54677107	54693733	ENSG00000273316
LILRA3	HSCHR19LRC_COX1_CTG1	54799626	54809724	ENSG00000261935
TSEN34	HSCHR19LRC_COX2_CTG1	54693789	54697585	ENSG00000273053
LILRA5	HSCHR19LRC_COX1_CTG1	54817385	54823441	ENSG00000262800
LILRA3	HSCHR19LRC_COX2_CTG1	54799506	54809605	ENSG00000261937
LILRA4	HSCHR19LRC_COX2_CTG1	54843416	54849383	ENSG00000262284
TTYH1	HSCHR19LRC_COX1_CTG1	54850624	54872311	ENSG00000263109
CDC42EP5	HSCHR19LRC_COX1_CTG1	54900426	54908565	ENSG00000263030
LAIR2	HSCHR19LRC_COX1_CTG1	54932960	54945775	ENSG00000262317
LILRA2	HSCHR19LRC_COX1_CTG1	55008197	55022837	ENSG00000262004
LAIR1	HSCHR19LRC_COX2_CTG1	54864045	54880850	ENSG00000262936
KIR3DL2	HSCHR19LRC_COX2_CTG1	55024581	55041367	ENSG00000262897
FCAR	HSCHR19LRC_COX2_CTG1	55048402	55064587	ENSG00000262806
LILRB1	HSCHR19LRC_COX1_CTG1	55009156	55072801	ENSG00000262727
